City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Ayaviri,PE,-14.8864,-70.5889,42.57,92,100,2.8,overcast clouds
699,Heinola,FI,61.2056,26.0381,19.99,96,45,3.98,scattered clouds
700,Buchanan,LR,5.8808,-10.0467,93.16,36,26,9.08,scattered clouds
701,Pop,UZ,40.8736,71.1089,39.69,68,100,5.53,overcast clouds
702,Pontian Kecil,MY,1.4801,103.3899,80.73,81,60,2.95,broken clouds
703,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,78,20,4.0,few clouds
704,Blacksburg,US,37.2296,-80.4139,24.04,74,0,0.0,clear sky
705,Sandy Bay,AU,-42.913,147.3532,63.14,85,85,5.75,overcast clouds
706,Sinj,HR,43.7036,16.6394,45.03,69,49,8.21,scattered clouds
707,Nicoya,CR,10.1483,-85.452,83.75,54,2,12.35,clear sky
708,Beroroha,MG,-21.6667,45.1667,87.53,54,100,7.76,overcast clouds
709,Skibbereen,IE,51.55,-9.2667,46.2,66,85,4.23,overcast clouds
710,Tarata,BO,-17.6167,-66.0167,70.07,44,95,4.7,overcast clouds
711,Macusani,PE,-14.0833,-70.4333,41.68,76,100,0.49,overcast clouds
712,Salekhard,RU,66.53,66.6019,14.05,89,100,8.19,overcast clouds
713,Fray Bentos,UY,-33.1325,-58.2956,101.26,29,0,15.41,clear sky
714,Pecos,US,31.4229,-103.4932,31.03,51,0,5.75,clear sky
715,Misratah,LY,32.3754,15.0925,59.31,60,4,19.26,clear sky
716,Moorhead,US,46.8739,-96.7676,-1.01,77,75,5.75,broken clouds
717,Palora,EC,-1.7,-77.9333,73.51,84,92,1.57,overcast clouds
718,Nerchinskiy Zavod,RU,51.3088,119.61,-15.95,100,69,1.81,broken clouds
719,Mount Darwin,ZW,-16.7725,31.5838,73.69,62,60,3.89,light rain
720,Saucillo,MX,28.0167,-105.2833,44.98,47,68,5.53,broken clouds
721,Worland,US,44.0169,-107.9554,14.88,90,0,1.99,clear sky
722,Nuuk,GL,64.1835,-51.7216,14.61,79,100,8.05,overcast clouds
723,Bielsk Podlaski,PL,52.7651,23.1865,29.25,86,96,12.84,overcast clouds
724,Ushtobe,KZ,45.2514,77.9838,21.06,87,90,4.14,overcast clouds
725,Russell,US,32.3502,-85.1999,37.99,83,18,6.38,few clouds
726,Kampene,CD,-3.6,26.6667,75.0,93,97,1.28,light rain
727,Kaeo,NZ,-35.1,173.7833,58.32,93,40,5.32,scattered clouds
